loser_id,loser_name,nemesis_id,nemesis_name,n_match_lost
1,Kei Nishikori,100,Novak Djokovic,13
2,Daniil Medvedev,236,Alexander Zverev,5
2,Daniil Medvedev,100,Novak Djokovic,5
3,Jo-Wilfried Tsonga,6,Milos Raonic,4
4,Jeremy Chardy,107,Andrey Rublev,6
5,Alex De Minaur,203,Stefanos Tsitsipas,7
6,Milos Raonic,100,Novak Djokovic,7
6,Milos Raonic,11,Andy Murray,7
7,Yasutaka Uchiyama,386,Hiroki Moriya,4
7,Yasutaka Uchiyama,378,Ernesto Escobedo,4
8,Grigor Dimitrov,234,Rafael Nadal,7
9,Taro Daniel,239,Filip Krajinovic,3
9,Taro Daniel,114,Damir Dzumhur,3
9,Taro Daniel,101,Marco Cecchinato,3
9,Taro Daniel,516,Elias Ymer,3
9,Taro Daniel,145,Jaume Munar,3
10,Jordan Thompson,12,Miomir Kecmanovic,5
11,Andy Murray,100,Novak Djokovic,4
12,Miomir Kecmanovic,25,Ugo Humbert,3
12,Miomir Kecmanovic,98,Roberto Bautista Agut,3
12,Miomir Kecmanovic,123,Adrian Mannarino,3
12,Miomir Kecmanovic,172,Jason Jung,3
13,Nick Kyrgios,234,Rafael Nadal,5
14,Kyle Edmund,100,Novak Djokovic,6
15,John Millman,98,Roberto Bautista Agut,6
16,Denis Kudla,378,Ernesto Escobedo,4
16,Denis Kudla,190,Mackenzie McDonald,4
17,Thanasi Kokkinakis,2,Daniil Medvedev,3
17,Thanasi Kokkinakis,18,Alex Bolt,3
18,Alex Bolt,332,Jay Clarke,2
18,Alex Bolt,167,Felix Auger Aliassime,2
18,Alex Bolt,153,Michael Mmoh,2
18,Alex Bolt,114,Damir Dzumhur,2
18,Alex Bolt,404,Akira Santillan,2
18,Alex Bolt,172,Jason Jung,2
18,Alex Bolt,360,Soon Woo Kwon,2
18,Alex Bolt,26,Yoshihito Nishioka,2
18,Alex Bolt,223,Jason Kubler,2
18,Alex Bolt,379,Blaz Rola,2
18,Alex Bolt,381,Mohamed Safwat,2
19,Alexei Popyrin,15,John Millman,4
20,James Duckworth,370,Go Soeda,2
20,James Duckworth,11,Andy Murray,2
20,James Duckworth,23,Ryan Harrison,2
20,James Duckworth,333,Yuichi Sugita,2
20,James Duckworth,167,Felix Auger Aliassime,2
20,James Duckworth,164,Prajnesh Gunneswaran,2
20,James Duckworth,404,Akira Santillan,2
20,James Duckworth,118,Karen Khachanov,2
21,Leonardo Mayer,234,Rafael Nadal,3
22,Aljaz Bedene,6,Milos Raonic,5
23,Ryan Harrison,237,Marin Cilic,5
24,Jan Lennard Struff,100,Novak Djokovic,6
25,Ugo Humbert,12,Miomir Kecmanovic,3
26,Yoshihito Nishioka,253,Jack Sock,3
26,Yoshihito Nishioka,349,Alexander Bublik,3
26,Yoshihito Nishioka,202,Diego Schwartzman,3
26,Yoshihito Nishioka,13,Nick Kyrgios,3
27,Tennys Sandgren,100,Novak Djokovic,4
28,Taylor Fritz,98,Roberto Bautista Agut,5
29,Destanee Aiava,653,Rebecca Sramkova,3
30,Kristina Mladenovic,318,Petra Martic,6
30,Kristina Mladenovic,35,Petra Kvitova,6
31,Harriet Dart,44,Yulia Putintseva,3
31,Harriet Dart,293,Viktoria Kuzmova,3
32,Priscilla Hon,88,Lizette Cabrera,4
33,Anastasija Sevastova,321,Anastasia Pavlyuchenkova,5
33,Anastasija Sevastova,222,Simona Halep,5
34,Daria Gavrilova,58,Elina Svitolina,6
35,Petra Kvitova,221,Angelique Kerber,5
35,Petra Kvitova,219,Ashleigh Barty,5
36,Danielle Rose Collins,324,Sachia Vickery,3
36,Danielle Rose Collins,435,Anhelina Kalinina,3
36,Danielle Rose Collins,219,Ashleigh Barty,3
37,Anett Kontaveit,305,Maria Sakkari,6
38,Carla Suarez Navarro,221,Angelique Kerber,5
39,Lesia Tsurenko,323,Julia Goerges,4
39,Lesia Tsurenko,222,Simona Halep,4
40,Mihaela Buzarnescu,311,Caroline Wozniacki,3
40,Mihaela Buzarnescu,220,Jelena Ostapenko,3
40,Mihaela Buzarnescu,43,Karolina Pliskova,3
41,Kimberly Birrell,276,Misaki Doi,2
41,Kimberly Birrell,430,Valentini Grammatikopoulou,2
41,Kimberly Birrell,214,Dominika Cibulkova,2
42,Darya Kasatkina,289,Madison Keys,7
43,Karolina Pliskova,222,Simona Halep,6
44,Yulia Putintseva,43,Karolina Pliskova,5
45,Marie Bouzkova,467,Asia Muhammed,3
46,Samantha Stosur,33,Anastasija Sevastova,3
46,Samantha Stosur,290,Shuai Zhang,3
46,Samantha Stosur,453,Nao Hibino,3
46,Samantha Stosur,311,Caroline Wozniacki,3
46,Samantha Stosur,218,Monica Puig,3
46,Samantha Stosur,221,Angelique Kerber,3
46,Samantha Stosur,222,Simona Halep,3
46,Samantha Stosur,216,Garbine Muguruza,3
47,Ajla Tomljanovic,222,Simona Halep,4
47,Ajla Tomljanovic,43,Karolina Pliskova,4
48,Katerina Siniakova,311,Caroline Wozniacki,4
48,Katerina Siniakova,308,Sorana Cirstea,4
48,Katerina Siniakova,30,Kristina Mladenovic,4
48,Katerina Siniakova,52,Elise Mertens,4
48,Katerina Siniakova,42,Darya Kasatkina,4
48,Katerina Siniakova,217,Ekaterina Alexandrova,4
48,Katerina Siniakova,221,Angelique Kerber,4
49,Johanna Konta,43,Karolina Pliskova,4
49,Johanna Konta,58,Elina Svitolina,4
50,Sloane Stephens,222,Simona Halep,4
50,Sloane Stephens,49,Johanna Konta,4
51,Kiki Bertens,219,Ashleigh Barty,4
52,Elise Mertens,212,Aryna Sabalenka,5
53,Donna Vekic,33,Anastasija Sevastova,5
53,Donna Vekic,43,Karolina Pliskova,5
54,Magdalena Rybarikova,216,Garbine Muguruza,3
54,Magdalena Rybarikova,222,Simona Halep,3
54,Magdalena Rybarikova,49,Johanna Konta,3
55,Aliaksandra Sasnovich,42,Darya Kasatkina,5
56,Anastasia Potapova,440,Arina Rodionova,2
56,Anastasia Potapova,316,Marketa Vondrousova,2
56,Anastasia Potapova,293,Viktoria Kuzmova,2
56,Anastasia Potapova,569,Cori Gauff,2
56,Anastasia Potapova,1702,Leylah Annie Fernandez,2
56,Anastasia Potapova,269,Serena Williams,2
56,Anastasia Potapova,33,Anastasija Sevastova,2
57,Naomi Osaka,222,Simona Halep,4
57,Naomi Osaka,221,Angelique Kerber,4
58,Elina Svitolina,35,Petra Kvitova,5
59,Bjorn Fratangelo,361,Tim Smyczek,4
59,Bjorn Fratangelo,898,Sam Groth,4
60,Marc Polmans,689,Liam Broady,4
61,Reilly Opelka,28,Taylor Fritz,6
62,Peter Polansky,153,Michael Mmoh,4
62,Peter Polansky,190,Mackenzie McDonald,4
63,Cristian Garin,350,Rogerio Dutra Silva,3
64,Christopher O'Connell,680,Vasek Pospisil,3
65,Maverick Banes,250,Tatsuma Ito,2
65,Maverick Banes,948,Evan King,2
65,Maverick Banes,670,Goncalo Oliveira,2
65,Maverick Banes,223,Jason Kubler,2
65,Maverick Banes,631,Mikael Torpegaard,2
65,Maverick Banes,18,Alex Bolt,2
65,Maverick Banes,60,Marc Polmans,2
65,Maverick Banes,340,Max Purcell,2
66,John Patrick Smith,177,Ruben Bemelmans,4
67,Blake Ellis,949,Dayne Kelly,2
68,Christopher Eubanks,153,Michael Mmoh,5
69,Bradley Klahn,250,Tatsuma Ito,3
69,Bradley Klahn,346,Tommy Paul,3
69,Bradley Klahn,16,Denis Kudla,3
69,Bradley Klahn,140,Andrea Arnaboldi,3
70,Marta Kostyuk,300,Anna Kalinskaya,3
70,Marta Kostyuk,33,Anastasija Sevastova,3
71,Heather Watson,37,Anett Kontaveit,4
71,Heather Watson,52,Elise Mertens,4
72,Conny Perrin,430,Valentini Grammatikopoulou,3
72,Conny Perrin,75,Magdalena Frech,3
72,Conny Perrin,597,Elisabetta Cocciaretto,3
73,Viktorija Golubic,55,Aliaksandra Sasnovich,5
74,Naiktha Bains,1313,Abigail Tere Apisah,3
74,Naiktha Bains,1188,Erika Sema,3
74,Naiktha Bains,32,Priscilla Hon,3
74,Naiktha Bains,29,Destanee Aiava,3
75,Magdalena Frech,292,Anna Blinkova,3
75,Magdalena Frech,431,Irina Maria Bara,3
75,Magdalena Frech,325,Ysaline Bonaventure,3
76,Bernarda Pera,48,Katerina Siniakova,4
77,Kateryna Kozlova,278,Laura Siegemund,4
78,Allie Kiick,90,Varvara Lepchenko,4
79,Caroline Dolehide,483,Veronica Cepede Royg,5
80,Lucie Hradecka,448,Tereza Martincova,4
81,Olga Danilovic,815,Kamilla Rakhimova,3
81,Olga Danilovic,492,Danka Kovinic,3
82,Andrea Petkovic,499,Lauren Davis,3
82,Andrea Petkovic,305,Maria Sakkari,3
82,Andrea Petkovic,294,Irina Camelia Begu,3
82,Andrea Petkovic,90,Varvara Lepchenko,3
83,Sofya Zhuk,36,Danielle Rose Collins,4
84,Nicole Gibbs,758,Coco Vandeweghe,3
84,Nicole Gibbs,73,Viktorija Golubic,3
84,Nicole Gibbs,82,Andrea Petkovic,3
84,Nicole Gibbs,95,Jennifer Brady,3
85,Zoe Hives,41,Kimberly Birrell,2
85,Zoe Hives,639,Alize Lim,2
86,Yanina Wickmayer,276,Misaki Doi,2
86,Yanina Wickmayer,275,Madison Brengle,2
86,Yanina Wickmayer,71,Heather Watson,2
86,Yanina Wickmayer,323,Julia Goerges,2
86,Yanina Wickmayer,216,Garbine Muguruza,2
86,Yanina Wickmayer,49,Johanna Konta,2
86,Yanina Wickmayer,46,Samantha Stosur,2
86,Yanina Wickmayer,924,Lucie Safarova,2
86,Yanina Wickmayer,499,Lauren Davis,2
86,Yanina Wickmayer,38,Carla Suarez Navarro,2
86,Yanina Wickmayer,34,Daria Gavrilova,2
86,Yanina Wickmayer,457,Vitalia Diatchenko,2
86,Yanina Wickmayer,652,Oceane Dodin,2
87,Karolina Muchova,221,Angelique Kerber,3
88,Lizette Cabrera,272,Dalila Jakupovic,4
89,Dayana Yastremska,87,Karolina Muchova,3
89,Dayana Yastremska,262,Veronika Kudermetova,3
89,Dayana Yastremska,295,Belinda Bencic,3
89,Dayana Yastremska,51,Kiki Bertens,3
90,Varvara Lepchenko,290,Shuai Zhang,4
91,Mandy Minella,320,Kirsten Flipkens,4
92,Kurumi Nara,287,Lin Zhu,3
93,Vania King,1787,Sofia Shapatava,2
93,Vania King,49,Johanna Konta,2
93,Vania King,222,Simona Halep,2
94,Viktoriya Tomova,492,Danka Kovinic,4
94,Viktoriya Tomova,642,Tamara Korpatsch,4
95,Jennifer Brady,282,Bianca Andreescu,4
96,Christina Mchale,321,Anastasia Pavlyuchenkova,4
96,Christina Mchale,269,Serena Williams,4
97,Aleksandra Krunic,33,Anastasija Sevastova,4
98,Roberto Bautista Agut,100,Novak Djokovic,6
99,Tomas Berdych,235,Roger Federer,5
100,Novak Djokovic,234,Rafael Nadal,5
100,Novak Djokovic,129,Dominic Thiem,5
101,Marco Cecchinato,22,Aljaz Bedene,5
101,Marco Cecchinato,258,Federico Delbonis,5
102,Nikoloz Basilashvili,234,Rafael Nadal,4
102,Nikoloz Basilashvili,149,Laslo Djere,4
103,Stan Wawrinka,235,Roger Federer,6
104,Dusan Lajovic,184,John Isner,5
104,Dusan Lajovic,102,Nikoloz Basilashvili,5
105,Pierre Hugues Herbert,122,David Goffin,7
106,Marton Fucsovics,107,Andrey Rublev,5
107,Andrey Rublev,236,Alexander Zverev,5
107,Andrey Rublev,2,Daniil Medvedev,5
108,Nicolas Jarry,146,Benoit Paire,4
108,Nicolas Jarry,202,Diego Schwartzman,4
109,Guillermo Garcia Lopez,23,Ryan Harrison,4
109,Guillermo Garcia Lopez,258,Federico Delbonis,4
110,Ricardas Berankis,123,Adrian Mannarino,4
110,Ricardas Berankis,114,Damir Dzumhur,4
111,Guido Pella,234,Rafael Nadal,4
111,Guido Pella,122,David Goffin,4
112,Fernando Verdasco,237,Marin Cilic,5
113,Maximilian Marterer,400,Yannick Maden,3
113,Maximilian Marterer,5023,Riccardo Bonadio,3
113,Maximilian Marterer,114,Damir Dzumhur,3
113,Maximilian Marterer,121,Matteo Berrettini,3
114,Damir Dzumhur,101,Marco Cecchinato,6
115,Marius Copil,136,Mirza Basic,3
115,Marius Copil,22,Aljaz Bedene,3
115,Marius Copil,11,Andy Murray,3
115,Marius Copil,114,Damir Dzumhur,3
115,Marius Copil,237,Marin Cilic,3
116,Andreas Seppi,14,Kyle Edmund,5
117,Albert Ramos,191,Pablo Cuevas,7
118,Karen Khachanov,234,Rafael Nadal,7
119,Robin Haase,122,David Goffin,6
120,Mubarak Shannan Zayid,796,Aslan Karatsev,1
120,Mubarak Shannan Zayid,203,Stefanos Tsitsipas,1
120,Mubarak Shannan Zayid,118,Karen Khachanov,1
120,Mubarak Shannan Zayid,4,Jeremy Chardy,1
120,Mubarak Shannan Zayid,109,Guillermo Garcia Lopez,1
121,Matteo Berrettini,203,Stefanos Tsitsipas,4
122,David Goffin,235,Roger Federer,7
122,David Goffin,8,Grigor Dimitrov,7
123,Adrian Mannarino,129,Dominic Thiem,6
123,Adrian Mannarino,236,Alexander Zverev,6
124,Cem Ilkel,7,Yasutaka Uchiyama,3
124,Cem Ilkel,169,Egor Gerasimov,3
125,Sergiy Stakhovsky,352,Tobias Kamke,5
126,Paolo Lorenzi,258,Federico Delbonis,4
126,Paolo Lorenzi,149,Laslo Djere,4
127,Philipp Kohlschreiber,100,Novak Djokovic,5
128,Peter Gojowczyk,98,Roberto Bautista Agut,4
129,Dominic Thiem,234,Rafael Nadal,8
130,Dennis Novak,379,Blaz Rola,4
131,Jabor Al Mutawa,4399,Michael Berrer,1
131,Jabor Al Mutawa,680,Vasek Pospisil,1
131,Jabor Al Mutawa,126,Paolo Lorenzi,1
131,Jabor Al Mutawa,247,Stefano Travaglia,1
132,Marcos Baghdatis,240,Gael Monfils,3
133,Lukas Rosol,103,Stan Wawrinka,4
134,James Ward,374,Oscar Otte,2
134,James Ward,541,Ante Pavic,2
134,James Ward,827,Alejandro Gonzalez,2
134,James Ward,19,Alexei Popyrin,2
134,James Ward,342,Stefano Napolitano,2
134,James Ward,245,Lloyd Harris,2
134,James Ward,638,Gianluca Mager,2
134,James Ward,680,Vasek Pospisil,2
134,James Ward,138,Marco Trungelliti,2
134,James Ward,144,Steve Darcis,2
135,Gian Marco Moroni,373,Tommy Robredo,3
136,Mirza Basic,796,Aslan Karatsev,3
136,Mirza Basic,2,Daniil Medvedev,3
136,Mirza Basic,176,Sebastian Ofner,3
136,Mirza Basic,205,Martin Klizan,3
137,Matthias Bachinger,575,Cedrik Marcel Stebe,3
137,Matthias Bachinger,16,Denis Kudla,3
137,Matthias Bachinger,620,Mathias Bourgue,3
137,Matthias Bachinger,198,Daniel Masur,3
137,Matthias Bachinger,130,Dennis Novak,3
138,Marco Trungelliti,111,Guido Pella,3
138,Marco Trungelliti,101,Marco Cecchinato,3
139,Mousa Shanan Zayed,113,Maximilian Marterer,1
139,Mousa Shanan Zayed,362,Lukas Lacko,1
139,Mousa Shanan Zayed,567,Mikael Ymer,1
139,Mousa Shanan Zayed,138,Marco Trungelliti,1
139,Mousa Shanan Zayed,159,Radu Albot,1
139,Mousa Shanan Zayed,388,Alessandro Giannessi,1
140,Andrea Arnaboldi,392,Adrian Menendez Maceiras,3
140,Andrea Arnaboldi,248,Luca Vanni,3
140,Andrea Arnaboldi,558,Jozef Kovalik,3
140,Andrea Arnaboldi,338,Pedro Martinez,3
140,Andrea Arnaboldi,364,Nikola Milojevic,3
140,Andrea Arnaboldi,385,Carlos Berlocq,3
140,Andrea Arnaboldi,379,Blaz Rola,3
140,Andrea Arnaboldi,199,Roberto Marcora,3
141,Kevin Anderson,100,Novak Djokovic,5
142,Ivo Karlovic,8,Grigor Dimitrov,3
142,Ivo Karlovic,10,Jordan Thompson,3
142,Ivo Karlovic,22,Aljaz Bedene,3
142,Ivo Karlovic,240,Gael Monfils,3
142,Ivo Karlovic,680,Vasek Pospisil,3
142,Ivo Karlovic,128,Peter Gojowczyk,3
142,Ivo Karlovic,59,Bjorn Fratangelo,3
143,Gilles Simon,129,Dominic Thiem,7
144,Steve Darcis,13,Nick Kyrgios,3
145,Jaume Munar,129,Dominic Thiem,4
145,Jaume Munar,117,Albert Ramos,4
146,Benoit Paire,593,Richard Gasquet,6
147,Malek Jaziri,558,Jozef Kovalik,4
148,Ernests Gulbis,796,Aslan Karatsev,4
149,Laslo Djere,239,Filip Krajinovic,5
150,Simone Bolelli,350,Rogerio Dutra Silva,2
150,Simone Bolelli,204,Guido Andreozzi,2
150,Simone Bolelli,367,Quentin Halys,2
150,Simone Bolelli,146,Benoit Paire,2
151,Ilya Ivashka,188,Denis Shapovalov,3
151,Ilya Ivashka,160,Hubert Hurkacz,3
151,Ilya Ivashka,169,Egor Gerasimov,3
151,Ilya Ivashka,152,Jiri Vesely,3
151,Ilya Ivashka,115,Marius Copil,3
152,Jiri Vesely,238,Borna Coric,5
153,Michael Mmoh,61,Reilly Opelka,4
154,Ramkumar Ramanathan,912,Yuki Bhambri,5
155,Evgeny Donskoy,244,Viktor Troicki,4
155,Evgeny Donskoy,256,Mikhail Kukushkin,4
156,Hyeon Chung,184,John Isner,3
156,Hyeon Chung,122,David Goffin,3
156,Hyeon Chung,234,Rafael Nadal,3
157,Arjun Kadhe,732,Sumit Nagal,2
157,Arjun Kadhe,839,Khumoun Sultanov,2
157,Arjun Kadhe,1168,Yusuke Takahashi,2
157,Arjun Kadhe,870,Tung Lin Wu,2
158,Denis Istomin,177,Ruben Bemelmans,3
158,Denis Istomin,182,Pablo Carreno Busta,3
158,Denis Istomin,149,Laslo Djere,3
158,Denis Istomin,133,Lukas Rosol,3
158,Denis Istomin,256,Mikhail Kukushkin,3
159,Radu Albot,4,Jeremy Chardy,4
159,Radu Albot,122,David Goffin,4
160,Hubert Hurkacz,203,Stefanos Tsitsipas,6
161,Antoine Hoang,567,Mikael Ymer,3
162,Thiago Monteiro,258,Federico Delbonis,4
162,Thiago Monteiro,191,Pablo Cuevas,4
162,Thiago Monteiro,117,Albert Ramos,4
163,Roberto Carballes Baena,162,Thiago Monteiro,5
163,Roberto Carballes Baena,258,Federico Delbonis,5
164,Prajnesh Gunneswaran,352,Tobias Kamke,3
164,Prajnesh Gunneswaran,912,Yuki Bhambri,3
165,Marcel Granollers,242,Daniel Evans,4
166,Pablo Andujar,259,Feliciano Lopez,3
166,Pablo Andujar,129,Dominic Thiem,3
166,Pablo Andujar,98,Roberto Bautista Agut,3
167,Felix Auger Aliassime,203,Stefanos Tsitsipas,5
168,Pedro Sousa,63,Cristian Garin,5
169,Egor Gerasimov,167,Felix Auger Aliassime,4
169,Egor Gerasimov,151,Ilya Ivashka,4
170,Daniel Gimeno Traver,811,Carlos Taberner,3
171,Saketh Myneni,164,Prajnesh Gunneswaran,3
172,Jason Jung,404,Akira Santillan,3
172,Jason Jung,59,Bjorn Fratangelo,3
172,Jason Jung,940,Mikhail Youzhny,3
172,Jason Jung,1079,Frederico Ferreira Silva,3
172,Jason Jung,370,Go Soeda,3
173,Andrej Martin,558,Jozef Kovalik,5
174,Daniel Brands,109,Guillermo Garcia Lopez,2
174,Daniel Brands,244,Viktor Troicki,2
174,Daniel Brands,249,Henri Laaksonen,2
174,Daniel Brands,137,Matthias Bachinger,2
174,Daniel Brands,205,Martin Klizan,2
174,Daniel Brands,204,Guido Andreozzi,2
174,Daniel Brands,177,Ruben Bemelmans,2
174,Daniel Brands,150,Simone Bolelli,2
175,Brayden Schnur,190,Mackenzie McDonald,4
176,Sebastian Ofner,150,Simone Bolelli,3
176,Sebastian Ofner,113,Maximilian Marterer,3
177,Ruben Bemelmans,516,Elias Ymer,3
177,Ruben Bemelmans,176,Sebastian Ofner,3
177,Ruben Bemelmans,105,Pierre Hugues Herbert,3
177,Ruben Bemelmans,106,Marton Fucsovics,3
177,Ruben Bemelmans,624,Illya Marchenko,3
177,Ruben Bemelmans,161,Antoine Hoang,3
177,Ruben Bemelmans,398,Thomaz Bellucci,3
178,Gianluigi Quinzi,9,Taro Daniel,3
179,Sasi Kumar Mukund,20,James Duckworth,2
179,Sasi Kumar Mukund,620,Mathias Bourgue,2
179,Sasi Kumar Mukund,842,Harri Heliovaara,2
179,Sasi Kumar Mukund,870,Tung Lin Wu,2
179,Sasi Kumar Mukund,5659,Genaro Alberto Olivieri,2
179,Sasi Kumar Mukund,667,Altug Celikbilek,2
179,Sasi Kumar Mukund,124,Cem Ilkel,2
179,Sasi Kumar Mukund,539,Roberto Ortega Olmedo,2
180,Marcelo Arevalo,66,John Patrick Smith,4
181,Cameron Norrie,117,Albert Ramos,3
181,Cameron Norrie,105,Pierre Hugues Herbert,3
181,Cameron Norrie,234,Rafael Nadal,3
181,Cameron Norrie,28,Taylor Fritz,3
181,Cameron Norrie,27,Tennys Sandgren,3
182,Pablo Carreno Busta,234,Rafael Nadal,7
183,Fabio Fognini,234,Rafael Nadal,7
184,John Isner,236,Alexander Zverev,5
184,John Isner,189,Steve Johnson,5
185,Joao Sousa,100,Novak Djokovic,4
186,David Ferrer,236,Alexander Zverev,5
187,Jose Rubin Statham,830,Jose Hernandez,3
187,Jose Rubin Statham,408,Duck Hee Lee,3
188,Denis Shapovalov,100,Novak Djokovic,7
189,Steve Johnson,237,Marin Cilic,5
190,Mackenzie McDonald,27,Tennys Sandgren,6
191,Pablo Cuevas,129,Dominic Thiem,5
192,Horacio Zeballos,152,Jiri Vesely,3
192,Horacio Zeballos,892,Alexandr Dolgopolov,3
193,Tim Puetz,115,Marius Copil,2
193,Tim Puetz,374,Oscar Otte,2
194,Stephane Robert,117,Albert Ramos,3
195,Philipp Oswald,69,Bradley Klahn,1
195,Philipp Oswald,178,Gianluigi Quinzi,1
196,Thomas Fabbiano,114,Damir Dzumhur,5
197,Finn Tearney,631,Mikael Torpegaard,1
197,Finn Tearney,358,Donald Young,1
197,Finn Tearney,912,Yuki Bhambri,1
197,Finn Tearney,394,Darian King,1
197,Finn Tearney,620,Mathias Bourgue,1
197,Finn Tearney,5730,Su Hao Zhong,1
197,Finn Tearney,370,Go Soeda,1
197,Finn Tearney,3436,Grega Zemlja,1
197,Finn Tearney,154,Ramkumar Ramanathan,1
197,Finn Tearney,187,Jose Rubin Statham,1
197,Finn Tearney,181,Cameron Norrie,1
197,Finn Tearney,119,Robin Haase,1
197,Finn Tearney,20,James Duckworth,1
197,Finn Tearney,196,Thomas Fabbiano,1
197,Finn Tearney,12,Miomir Kecmanovic,1
197,Finn Tearney,62,Peter Polansky,1
197,Finn Tearney,554,Marcos Giron,1
197,Finn Tearney,756,Filip Peliwo,1
197,Finn Tearney,7,Yasutaka Uchiyama,1
197,Finn Tearney,5302,Mao Xin Gong,1
198,Daniel Masur,355,Constant Lestienne,3
198,Daniel Masur,368,Kimmer Coppejans,3
198,Daniel Masur,367,Quentin Halys,3
198,Daniel Masur,405,Maxime Janvier,3
198,Daniel Masur,24,Jan Lennard Struff,3
199,Roberto Marcora,638,Gianluca Mager,3
199,Roberto Marcora,608,Marc Andrea Huesler,3
199,Roberto Marcora,574,Santiago Giraldo,3
200,Ajeet Rai,862,Ari Fahresi,1
200,Ajeet Rai,162,Thiago Monteiro,1
200,Ajeet Rai,833,Luis David Martinez,1
200,Ajeet Rai,199,Roberto Marcora,1
201,Franko Skugor,196,Thomas Fabbiano,4
202,Diego Schwartzman,234,Rafael Nadal,9
203,Stefanos Tsitsipas,234,Rafael Nadal,7
204,Guido Andreozzi,388,Alessandro Giannessi,4
205,Martin Klizan,116,Andreas Seppi,3
206,Sam Querrey,6,Milos Raonic,4
207,Matthew Ebden,184,John Isner,3
208,Lucas Pouille,11,Andy Murray,4
208,Lucas Pouille,6,Milos Raonic,4
209,Frances Tiafoe,236,Alexander Zverev,5
210,Camila Giorgi,221,Angelique Kerber,4
211,Su Wei Hsieh,326,Caroline Garcia,4
211,Su Wei Hsieh,35,Petra Kvitova,4
211,Su Wei Hsieh,49,Johanna Konta,4
211,Su Wei Hsieh,57,Naomi Osaka,4
212,Aryna Sabalenka,51,Kiki Bertens,5
213,Timea Bacsinszky,43,Karolina Pliskova,4
214,Dominika Cibulkova,57,Naomi Osaka,4
215,Tatjana Maria,498,Carina Witthoeft,4
216,Garbine Muguruza,58,Elina Svitolina,7
217,Ekaterina Alexandrova,48,Katerina Siniakova,3
217,Ekaterina Alexandrova,89,Dayana Yastremska,3
217,Ekaterina Alexandrova,58,Elina Svitolina,3
217,Ekaterina Alexandrova,294,Irina Camelia Begu,3
217,Ekaterina Alexandrova,77,Kateryna Kozlova,3
218,Monica Puig,220,Jelena Ostapenko,3
218,Monica Puig,323,Julia Goerges,3
218,Monica Puig,294,Irina Camelia Begu,3
218,Monica Puig,43,Karolina Pliskova,3
219,Ashleigh Barty,58,Elina Svitolina,5
220,Jelena Ostapenko,43,Karolina Pliskova,5
221,Angelique Kerber,58,Elina Svitolina,7
222,Simona Halep,221,Angelique Kerber,6
223,Jason Kubler,250,Tatsuma Ito,2
223,Jason Kubler,20,James Duckworth,2
223,Jason Kubler,69,Bradley Klahn,2
223,Jason Kubler,374,Oscar Otte,2
224,Stefanie Voegele,47,Ajla Tomljanovic,3
225,Miriam Kolodziejova,2178,Andreea Amalia Rosca,3
226,Abbie Myers,413,Olivia Rogowska,3
227,Maddison Inglis,88,Lizette Cabrera,4
228,Zarina Diyas,453,Nao Hibino,2
228,Zarina Diyas,695,Ann Li,2
228,Zarina Diyas,271,Saisai Zheng,2
228,Zarina Diyas,269,Serena Williams,2
228,Zarina Diyas,262,Veronika Kudermetova,2
228,Zarina Diyas,277,Magda Linette,2
228,Zarina Diyas,220,Jelena Ostapenko,2
228,Zarina Diyas,216,Garbine Muguruza,2
228,Zarina Diyas,260,Kaia Kanepi,2
228,Zarina Diyas,279,Victoria Azarenka,2
228,Zarina Diyas,326,Caroline Garcia,2
228,Zarina Diyas,315,Ons Jabeur,2
228,Zarina Diyas,290,Shuai Zhang,2
228,Zarina Diyas,289,Madison Keys,2
228,Zarina Diyas,215,Tatjana Maria,2
228,Zarina Diyas,210,Camila Giorgi,2
228,Zarina Diyas,57,Naomi Osaka,2
228,Zarina Diyas,52,Elise Mertens,2
228,Zarina Diyas,54,Magdalena Rybarikova,2
228,Zarina Diyas,34,Daria Gavrilova,2
228,Zarina Diyas,77,Kateryna Kozlova,2
228,Zarina Diyas,44,Yulia Putintseva,2
228,Zarina Diyas,43,Karolina Pliskova,2
228,Zarina Diyas,48,Katerina Siniakova,2
228,Zarina Diyas,39,Lesia Tsurenko,2
229,Barbora Zahlavova Strycova,221,Angelique Kerber,5
229,Barbora Zahlavova Strycova,222,Simona Halep,5
230,Alexandra Bozovic,467,Asia Muhammed,5
231,Eri Hozumi,565,Julia Glushko,3
231,Eri Hozumi,303,Ellen Perez,3
231,Eri Hozumi,88,Lizette Cabrera,3
232,Bethanie Mattek Sands,294,Irina Camelia Begu,3
233,Tamara Zidansek,47,Ajla Tomljanovic,4
234,Rafael Nadal,100,Novak Djokovic,7
235,Roger Federer,129,Dominic Thiem,5
235,Roger Federer,100,Novak Djokovic,5
236,Alexander Zverev,129,Dominic Thiem,8
237,Marin Cilic,236,Alexander Zverev,6
238,Borna Coric,237,Marin Cilic,6
239,Filip Krajinovic,235,Roger Federer,4
240,Gael Monfils,129,Dominic Thiem,7
241,Mitchell Krueger,361,Tim Smyczek,5
242,Daniel Evans,103,Stan Wawrinka,5
243,Kamil Majchrzak,12,Miomir Kecmanovic,3
244,Viktor Troicki,103,Stan Wawrinka,5
245,Lloyd Harris,169,Egor Gerasimov,4
246,Rudolf Molleker,373,Tommy Robredo,3
247,Stefano Travaglia,388,Alessandro Giannessi,2
247,Stefano Travaglia,391,Federico Gaio,2
