player_id,old_player_id,country_id,name,sex,hand,ht,byear_of_birth
2847,216164,USA,Hind Abdelouahid,F,R,-1,1998
2848,220784,MAR,Salma Loudili,F,R,-1,2001
2849,215448,ROU,Denise Antonela Stoica,F,U,-1,1999
2850,215559,SUI,Laura Tinello,F,U,-1,1996
2851,220785,MAR,Sara Akid,F,U,-1,2002
2852,214980,SUI,Jessica Crivelletto,F,R,-1,1998
2853,216369,MAR,Oumaima Aziz,F,U,-1,2000
2854,220786,MAR,Hiba El Khalifi,F,R,-1,2000
2855,214153,MAR,Zainab Bendahhou,F,U,-1,1998
2856,216559,ROU,Izabela Gabriela Novac,F,U,-1,1998
2857,220787,FIN,Saara Aerila,F,U,-1,1997
2858,210913,POR,Ana Filipa Santos,F,R,-1,1995
2859,213660,MAR,Lamyae Dad,F,R,-1,1997
2860,220371,USA,Ellie Douglas,F,U,-1,2000
2861,210146,USA,Brynn Boren,F,R,-1,1991
2862,205770,MEX,Adriana Guzman,F,U,-1,1992
2863,220372,MEX,Lizette Reding,F,R,-1,2002
2864,214528,MEX,Paulina Rotaeche,F,U,-1,1997
2865,220660,SRB,Milica Vujovic,F,U,-1,2000
2866,220557,SRB,Teodora Mitrovic,F,U,-1,1999
2867,220464,CRO,Matea Mamic,F,U,-1,1998
2868,220490,USA,Nikki Redelijk,F,U,-1,2001
2869,214438,SWE,Ida Jarlskog,F,U,-1,1997
2870,215657,FRA,Kelia Le Bihan,F,U,-1,1998
2871,209712,MLT,Elaine Genovese,F,R,-1,1990
2872,216028,NED,Donnaroza Gouvernante,F,U,-1,1999
2873,215254,NED,Liv Geurts,F,R,-1,1993
2874,214935,NOR,Malene Helgo,F,U,-1,1999
2875,216031,NED,Dainah Cameron,F,R,-1,1999
2876,220332,GER,Eva Lys,F,R,-1,2001
2877,216284,NED,Annelou Nab,F,U,-1,1996
2878,216333,GER,Antonia Balzert,F,U,-1,2000
2879,216191,NED,Gabriella Mujan,F,R,-1,1999
2880,206299,NGR,Sarah Adegoke,F,U,-1,1996
2881,220736,NGR,Barakat Oyinlomo Quadre,F,R,-1,2002
2882,220737,CAN,Nifemi Akinbiyi,F,U,-1,2000
2883,215759,NGR,Patience Onebamhoin,F,R,-1,1988
2884,220738,NED,Sylvia Chidera Oreigbemileke Okafor,F,U,-1,1999
2885,201656,SLO,Tadeja Majeric,F,R,-1,1989
2886,220739,NGR,Adetayo Adetunji,F,R,-1,2000
2887,216337,NGR,Angel Macleod,F,R,-1,2000
2888,220639,SRB,Natasa Trailovic,F,R,-1,1992
2889,215686,NOR,Helene Heiberg,F,U,-1,1998
2890,220790,FRA,Emma Mazzoni,F,U,-1,1997
2891,215684,NOR,Lilly Elida Haseth,F,U,-1,2000
2892,220791,POL,Jasmina Kostek,F,U,-1,1996
2893,220792,NOR,Sarina Reinertsen,F,R,-1,2001
2894,216378,NOR,Elinor Storkaas,F,U,-1,1999
2895,215472,SUI,Fiona Ganz,F,U,-1,1999
2896,220793,NOR,Ine Soltveit Stange,F,U,-1,2001
2897,220794,NOR,Jenny Stray Spetalen,F,U,-1,2001
2898,220795,NOR,Mille Haagensen,F,U,-1,2001
2899,215683,NOR,Lillian Gabrielsen,F,U,-1,1999
2900,216377,NOR,Hedda Gurholt,F,U,-1,2001
2901,216376,NOR,Emilie Elde,F,U,-1,2001
2902,220143,NOR,Maren Nordklev,F,U,-1,2000
2903,220796,GBR,Emily Morton,F,U,-1,1997
2904,220804,PAR,Liz Carolina Chileno,F,U,-1,1998
2905,211725,USA,Nicole Frenkel,F,L,-1,1997
2906,220805,PAR,Ximena Monserrath Duarte Ramirez,F,U,-1,1999
2907,214221,RUS,Ralina Kalimullina,F,U,-1,1995
2908,206579,PAR,Sarah Tami Masi,F,R,-1,1983
2909,211202,PAR,Sara Gimenez,F,U,-1,1995
2910,220826,PAR,Camila Ruiz Diaz,F,U,-1,2000
2911,215846,CAN,Raffaela Alhach,F,R,-1,2000
2912,215971,POL,Ania Hertel,F,R,-1,2000
2913,215999,POL,Julia Oczachowska,F,U,-1,2000
2914,215970,POL,Stefania Rogozinska Dzik,F,U,-1,2001
2915,215972,POL,Julia Przybylska,F,R,-1,1995
2916,216205,BEL,Anais Defossez,F,R,-1,1999
2917,215424,POL,Patrycja Polanska,F,R,-1,1996
2918,215013,POL,Marcelina Podlinska,F,U,-1,1998
2919,214900,ITA,Martina Zerulo,F,U,-1,1998
2920,216355,AUS,Giorgie Jones,F,U,-1,1996
2921,220599,POL,Carolina Cerowska,F,U,-1,2000
2922,214433,POL,Katarzyna Wysoczanska,F,U,-1,1997
2923,214901,ITA,Gaia Squarcialupi,F,U,-1,1997
2924,209019,POL,Joanna Dobrowolska,F,U,-1,1987
2925,216000,POL,Nina Furmaniak,F,R,-1,1998
2926,215687,POL,Dorota Szczygielska,F,U,-1,1997
2927,215722,POL,Klara Silka,F,U,-1,1999
2928,206211,GER,Anna Klasen,F,U,-1,1993
2929,216294,POR,Lucia Quiterio,F,U,-1,2000
2930,215800,POR,Marta Oliveira,F,U,-1,1999
2931,204314,POR,Rita Vilaca,F,L,-1,1993
2932,210644,ITA,Jasmin Ladurner,F,R,-1,1991
2933,210821,POR,Claudia Cianci,F,U,-1,1996
2934,211059,ITA,Giorgia Pinto,F,L,-1,1991
2935,210914,POR,Claudia Gaspar,F,R,-1,1994
2936,220361,POR,Maria Ines Fonte,F,U,-1,2001
2937,211137,JPN,Yukako Noi,F,R,-1,1993
2938,216293,POR,Rita Maria Bentes De Oliveira Pinto,F,R,-1,2000
2939,214880,MDA,Iana Tishchenko,F,R,-1,1995
2940,214311,POR,Ines Mesquita,F,U,-1,1997
2941,220362,POR,Leonor Oliveira,F,U,-1,2002
2942,220466,TPE,Joanna Garland,F,R,-1,2001
2943,209877,USA,Sarah Leonard,F,U,-1,1990
2944,220116,ESP,Pilar Astigarraga Harper,F,U,-1,2001
2945,210660,POR,Joana Vale Costa,F,U,-1,1995
2946,219730,POR,Luisa Pelayo,F,R,-1,1998
2947,220654,FIN,Sonja Keranen,F,R,-1,1999
2948,202645,INA,Jessy Rompies,F,R,-1,1989
2949,220020,UKR,Elizabet Hamaliy,F,U,-1,1999
2950,204407,CHN,Yang Pang,F,R,-1,1992
2951,220806,POR,Beatriz Paciletti Duarte Da Costa,F,R,-1,2002
2952,213858,POR,Sara Neto,F,U,-1,1988
2953,220354,GBR,Emilie Lindh Gallagher,F,U,-1,1999
2954,214150,ROU,Ioana Bogdan,F,U,-1,1999
2955,215442,BUL,Zinovia Vaneva,F,U,-1,1999
2956,203589,ROU,Camelia Elena Hristea,F,R,-1,1990
2957,215966,ROU,Maria Toma,F,U,-1,1998
2958,214600,ROU,Georgia Andreea Craciun,F,U,-1,1999
2959,214918,ROU,Evelyne Christelle Atticia Tiron,F,U,-1,1998
2960,215450,ROU,Tania Andrada Mare,F,U,-1,1998
2961,214487,ROU,Ioana Minca,F,U,-1,1998
2962,220462,USA,Sabina Dadaciu,F,R,-1,2000
2963,215215,ROU,Mihaela Lorena Marculescu,F,U,-1,2000
2964,220518,ROU,Carmen Roxana Manu,F,R,-1,2000
2965,211267,MDA,Daniela Ciobanu,F,R,-1,1994
2966,215026,ROU,Andra Maria Nitescu,F,L,-1,1996
2967,220555,ROU,Oana Smaranda Corneanu,F,U,-1,2000
2968,214822,ROU,Selma Stefania Cadar,F,U,-1,1999
2969,215452,ROU,Alexandra Diana Braga,F,U,-1,2001
2970,206426,ITA,Giulia Pairone,F,R,-1,1995
2971,220035,ROU,Iulia Bianca Ilinca,F,U,-1,2000
2972,220562,ROU,Andreea Velcea,F,R,-1,2000
2973,211342,ROU,Gabriela Talaba,F,L,-1,1995
2974,215862,MDA,Vitalia Stamat,F,U,-1,2000
2975,210658,ROU,Michele Alexandra Zmau,F,U,-1,1995
2976,220568,ROU,Maria Alexandra Giura,F,R,-1,1998
2977,214862,SVK,Martina Okalova,F,U,-1,1996
2978,216132,ROU,Anamaria Kiszner Luca,F,U,-1,2000
2979,220657,ROU,Andreea Elena Iordachi,F,U,-1,2001
2980,220529,ROU,Iulia Savescu,F,U,-1,1997
2981,215945,ROU,Ioana Toanchina,F,U,-1,1997
2982,216171,ROU,Andreea Stanescu,F,L,-1,1998
2983,211313,CAN,Emma Onila,F,R,-1,1993
2984,202581,RSA,Chanel Simmonds,F,L,-1,1991
2985,220812,RSA,Bianca Wolmarans,F,U,-1,2000
2986,220813,RSA,Lize Alet Morkel,F,U,-1,1999
2987,202647,RSA,Madrie Le Roux,F,R,-1,1994
2988,210293,USA,Joelle Kissell,F,U,-1,1990
2989,220814,RSA,Delien Kleinhans,F,U,-1,2001
2990,202448,USA,Zoe Gwen Scandalis,F,R,-1,1992
2991,220815,RSA,Myah Petchey,F,U,-1,2000
2992,216399,RSA,Minette Van Vreden,F,U,-1,1998
2993,216366,MRI,Amelie Boy,F,R,-1,1998
2994,215802,FRA,Emeline Dartron,F,U,-1,1999
2995,220816,RSA,Lara Claudia Van Der Merwe,F,U,-1,2002
2996,220817,RSA,Rochelle Pienaar,F,U,-1,2001
2997,216401,RSA,Megan Lombardi,F,U,-1,1999
2998,214804,RUS,Evgeniya Levashova,F,R,-1,1999
2999,214658,RUS,Lusine Avanesyan,F,U,-1,1997
3000,216089,RUS,Aleksandra Kulik,F,U,-1,1998
3001,203573,RUS,Ekaterina Semenova,F,U,-1,1993
3002,216114,RUS,Elizaveta Volodko,F,U,-1,1999
3003,211475,RUS,Polina Lyuksheva,F,U,-1,1994
3004,220589,RUS,Elina Avanesyan,F,U,-1,2002
3005,215372,RUS,Ksenia Laskutova,F,R,-1,1996
3006,220590,RUS,Avelina Sayfetdinova,F,U,-1,2001
3007,216299,RUS,Ekaterina Vishnevskaya,F,R,-1,1999
3008,215758,NGR,Loveth Donatus,F,U,-1,1997
3009,215406,USA,Teresia Londol,F,U,-1,1998
3010,205492,IND,Ashmitha Easwaramurthi,F,R,-1,1988
3011,214087,NGR,Aminat Quadri,F,U,-1,1993
3012,216001,USA,Sofia Booth,F,U,-1,1997
3013,203566,GER,Christina Shakovets,F,R,-1,1993
3014,215904,BIH,Zorica Spasojevic,F,U,-1,1999
3015,220463,SLO,Anja Gal,F,U,-1,2000
3016,214376,SLO,Sara Palcic,F,U,-1,1995
3017,206258,SRB,Dunja Stamenkovic,F,U,-1,1992
3018,220429,SRB,Elena Milovanovic,F,R,-1,2000
3019,213832,HUN,Rebeka Stolmar,F,R,-1,1996
3020,215295,SRB,Teodora Ristic,F,U,-1,1999
3021,214703,SRB,Isidora Zivkovic,F,U,-1,1998
3022,216335,SRB,Andjela Skrobonja,F,R,-1,2000
3023,220431,CRO,Noa Krznaric,F,L,-1,2002
3024,220556,SRB,Tamara Malesevic,F,U,-1,2000
3025,213644,GRE,Eleni Christofi,F,U,-1,1998
3026,215293,SRB,Jana Bojovic,F,U,-1,1998
3027,206259,SRB,Katarina Adamovic,F,R,-1,1993
3028,220559,ITA,Giorgia Di Muzio,F,R,-1,2000
3029,217658,SWE,Aleksandra Stankovic,F,U,-1,1988
3030,214519,SRB,Mila Masic,F,R,-1,1997
3031,220661,SRB,Vera Markovic,F,U,-1,1999
3032,216563,SRB,Katarina Kostic,F,U,-1,1999
3033,215429,BIH,Jovana Peric,F,U,-1,1997
3034,220453,SRI,Adithya Karunaratne,F,U,-1,2001
3035,215309,AUS,Sasha Alexander,F,R,-1,1996
3036,220719,HUN,Csilla Fodor,F,R,-1,2001
3037,213554,FRA,Louise Lampla,F,U,-1,1994
3038,214242,IND,Teertha Iska,F,R,-1,1995
3039,215038,TPE,Pei Ju Chien,F,U,-1,1998
3040,212293,SRI,Roshenka Fernando,F,U,-1,1991
3041,214617,SRI,Nethmi Himashi Waduge,F,U,-1,1997
3042,220720,IND,Avani Reddy Namireddy,F,U,-1,1999
3043,216197,SUI,Dominique Meyer,F,U,-1,1998
3044,220489,SUI,Valentina Ryser,F,U,-1,2000
3045,210108,SUI,Sandy Marti,F,R,-1,1991
3046,215473,SUI,Sina Zuger,F,U,-1,1998
3047,220072,ITA,Valentina Giavazzi,F,U,-1,1999
3048,215111,SUI,Joanne Zuger,F,U,-1,2000
3049,220663,ITA,Alice Zapolla,F,U,-1,1995
3050,220015,USA,Taylor Dean,F,U,-1,2000
3051,220522,GER,Rebeka Kern,F,U,-1,2002
3052,219735,ITA,Giulia Turconi,F,U,-1,1998
3053,220291,SVK,Lenka Stara,F,U,-1,2000
3054,220292,SVK,Kiara Petrovicka,F,U,-1,2000
3055,209576,CZE,Barbora Matusova,F,R,-1,1990
3056,203414,USA,Nicole Melichar,F,R,-1,1993
3057,208939,SWE,Marina Yudanov,F,U,-1,1989
3058,216385,SWE,Caijsa Wilda Hennemann,F,R,-1,2000
3059,219865,SWE,Rebecca Ehn,F,U,-1,1998
3060,215691,SWE,Jennifer Jussi,F,U,-1,1996
3061,213596,UKR,Maryna Kolb,F,R,-1,1996
3062,212041,SWE,Paulina Wulcan,F,U,-1,1995
3063,220150,SWE,Ida Ferding,F,U,-1,1999
3064,220762,SWE,Julia Lovqvist,F,R,-1,2002
3065,220763,SWE,Sara Salemyr,F,U,-1,2000
3066,220704,DEN,Clara Tauson,F,R,182,2002
3067,220755,SWE,Karolina Tilander,F,R,-1,1999
3068,204381,SWE,Louise Brunskog,F,U,-1,1992
3069,214921,SWE,Adna Sofradzija,F,U,-1,1997
3070,220767,SWE,Klara Milicevic,F,U,-1,2002
3071,220768,SWE,Leticia Temirhanova,F,R,-1,2001
3072,220171,THA,Supapitch Kuearum,F,U,-1,2001
3073,206372,THA,Julaluck Sae Eung,F,U,-1,1994
3074,220392,THA,Punnin Kovapitukted,F,U,-1,2002
3075,220393,THA,Mai Napatt Nirundorn,F,U,-1,2002
3076,216566,THA,Mananchaya Sawangkaew,F,U,-1,2002
3077,220176,THA,Natcharee Teerachodjiranon,F,U,-1,2002
3078,210892,THA,Apichaya Runglerdkriangkrai,F,R,-1,1994
3079,214708,AUS,Georgiana Ruhrig,F,R,-1,1995
3080,201515,RUS,Alisa Kleybanova,F,R,181,1989
3081,220093,THA,Natthapat Piwbangruk,F,R,-1,2000
3082,220676,USA,Kelly Poggensee Wei,F,U,-1,1993
3083,220598,THA,Aunchisa Chanta,F,U,-1,2002
3084,220677,THA,Arisara Jongma,F,U,-1,2002
3085,216290,THA,Thitirat Kanaphuet,F,R,-1,2000
3086,216291,THA,Dolavee Tumthong,F,U,-1,2001
3087,220597,THA,Thasaporn Naklo,F,R,-1,2001
3088,206353,USA,Lauren Marker,F,R,-1,1994
3089,203318,TPE,Shu Ying Hsieh,F,R,-1,1993
3090,220500,TPE,Ya Hsin Lee,F,L,-1,2000
3091,214450,TUN,Mouna Bouzgarrou,F,U,-1,1999
3092,215419,TUN,Mayssa Tebourbi,F,U,-1,2000
3093,214991,ITA,Francesca Gaida,F,U,-1,2000
3094,220269,CZE,Marketa Panackova,F,R,-1,2002
3095,214094,RUS,Vera Aleshcheva,F,U,-1,1997
3096,220270,SVK,Timea Pavlickova,F,U,-1,1999
3097,220286,ITA,Gloria Ceschi,F,U,-1,1998
3098,216087,SRB,Mia Mijatovic,F,R,-1,1999
3099,216383,ITA,Anna Stefani,F,R,-1,1999
3100,215027,ROU,Laura Margareta Luca,F,U,-1,1994
3101,214403,ITA,Martina Lo Pumo,F,R,-1,1998
3102,208889,EGY,Yasmin Hamza,F,U,-1,1989
3103,215935,FRA,Zoe Bourbotte,F,U,-1,2001
3104,215654,NED,Diana Chehoudi,F,U,-1,1998
3105,206393,TUN,Yosr Elmi,F,U,-1,1995
3106,216105,RUS,Alisa Axyanova,F,U,-1,2000
3107,210789,SVK,Dagmara Baskova,F,R,-1,1992
3108,212040,SWE,Mathilda Malm,F,U,-1,1996
3109,215588,FRA,Yasmine Mansouri,F,R,-1,2001
3110,214717,GER,Sabrina Rittberger,F,U,-1,1997
3111,213981,FRA,Alpha Ambaye,F,U,-1,1994
3112,215411,TUN,Sarra Ata,F,U,-1,2000
3113,215954,TUN,Rayen Turki,F,U,-1,1999
3114,220396,TUN,Jihane Megdiche,F,U,-1,2002
3115,209331,MDA,Julia Helbet,F,R,-1,1988
3116,214426,ITA,Giulia Crescenzi,F,U,-1,1995
3117,211858,MRI,Emmanuelle De Beer,F,R,-1,1996
3118,220428,CAN,Brindtha Ramasamy,F,R,-1,2000
3119,215984,USA,Natalia Maynetto,F,U,-1,1993
3120,215474,TUN,Ferdaous Bahri,F,R,-1,2001
3121,214341,UKR,Katya Malikova,F,U,-1,1994
3122,210622,ESP,Andrea Lazaro Garcia,F,R,-1,1994
3123,220547,UKR,Mariia Antoniuk,F,U,-1,1997
3124,220681,SWE,Hilda Lundstedt,F,U,-1,1999
3125,220682,SWE,Tuva Lindsten,F,U,-1,2000
3126,220683,GAB,Celestine Avomo Ella,F,U,-1,1999
3127,216189,ITA,Isabella Tcherkes Zade,F,L,-1,1999
3128,215414,TUN,Feriel Mahbouli,F,U,-1,2000
3129,220685,BEL,Helena Verbeeck,F,R,-1,1997
3130,215655,TUN,Mey Ayari,F,U,-1,2001
3131,215929,ESP,Laura Lopez Giese,F,R,-1,1999
3132,220686,ALG,Houria Boukholda,F,U,-1,2001
3133,220687,FRA,Olympe Lancelot,F,U,-1,2000
3134,220615,GBR,Olivia Sonnekus Williams,F,U,-1,2000
3135,215888,GER,Anastazja Rosnowska,F,U,-1,1998
3136,220729,ESP,Miriam Garcia Fajardo,F,U,-1,1996
3137,219396,UKR,Daryna Kovalenko,F,U,-1,1998
3138,216278,SVK,Martina Fricova,F,U,-1,1998
3139,220730,ITA,Chiara Bordo,F,U,-1,1998
3140,220731,UKR,Ielyzaveta Skorokhodova,F,U,-1,2000
3141,215107,CAN,Nicole Bunea,F,L,-1,1998
3142,220732,NED,Lexie Stevens,F,R,-1,1998
3143,215864,MNE,Anja Draskovic,F,U,-1,2000
3144,220733,FRA,Carole Monnet,F,L,-1,2001
3145,215955,TUN,Nour Damergi,F,U,-1,2000
3146,220734,FRA,Maissane Aik Haymoz,F,U,-1,1996
3147,219487,ITA,Giulia Porzio,F,U,-1,1996
3148,215737,FRA,Clara Froget,F,U,-1,1999
3149,213691,ITA,Cecilia Pattacini,F,R,-1,1995
3150,220809,IRI,Jasmine Khoshabeh,F,R,-1,1997
3151,215799,ITA,Giulia Carbonaro,F,U,-1,1999
3152,220133,ITA,Ilaria Sposetti,F,U,-1,1999
3153,220810,RUS,Ksenia Tarasova,F,U,-1,1999
3154,220418,ESP,Maria Pages Mere,F,U,-1,2000
3155,220173,TUR,Betina Tokac,F,L,-1,2002
3156,216032,BEL,Antje Rubbrecht,F,U,-1,1999
3157,220276,RUS,Evgeniya Burdina,F,U,-1,2001
3158,220275,BUL,Derya Yahe,F,R,-1,2000
3159,220277,BUL,Berna Yahe,F,U,-1,2002
3160,220278,SRB,Nikolina Dzunov,F,U,-1,2000
3161,215953,UKR,Aza Petrova,F,U,-1,1999
3162,215602,BUL,Simona Borisova,F,U,-1,1997
3163,220279,TUR,Tuana Tinaztepe,F,U,-1,2002
3164,215076,TUR,Seven Oral,F,U,-1,1992
3165,206227,TUR,Cemre Anil,F,R,-1,1993
3166,214858,SRB,Sara Cvorovic,F,U,-1,1999
3167,211969,JPN,Natsumi Chimura,F,U,-1,1995
3168,215164,BLR,Lizaveta Hancharova,F,U,-1,1997
3169,214182,RUS,Veronica Miroshnichenko,F,L,-1,1997
3170,214508,TUR,Nurseda Akovalier,F,U,-1,1999
3171,201416,UKR,Alona Bondarenko,F,R,168,1984
3172,216250,GBR,Bronte Murgett,F,U,-1,1999
3173,216283,NED,Lotte Van Leeuwen,F,R,-1,1997
3174,215010,CHN,Yijia Shao,F,U,-1,1996
3175,213998,TUR,Ipek Oz,F,U,-1,1999
3176,215903,TUR,Ekin Ercetin,F,R,-1,2001
3177,213817,TUR,Muazzez Demirci,F,U,-1,1998
3178,215439,TUR,Azradeniz Comlek,F,U,-1,2001
3179,204255,SWE,Paulina Milosavljevic,F,U,-1,1991
3180,220242,TUR,Lidya Yargovan,F,U,-1,1997
3181,213727,ISR,Inbar Cohen,F,U,-1,1998
3182,203534,TUR,Melis Sezer,F,R,-1,1993
3183,214000,TUR,Inci Ogut,F,U,-1,1999
3184,216388,TUR,Aylin Abdioglu,F,U,-1,1999
3185,216569,TUR,Zeynep  Sena Sarioglan,F,U,-1,2001
3186,216423,TUR,Zeynep Erman,F,U,-1,2001
3187,215342,TUR,Ebru Zeynep Yazgan,F,R,-1,2000
3188,216148,UKR,Anna Laguza,F,U,-1,2001
3189,220241,RUS,Anastasiia Chesnokova,F,R,-1,1997
3190,216136,RUS,Anastasia Kharitonova,F,U,-1,1999
3191,220259,RUS,Daria Nazarkina,F,U,-1,1999
3192,211689,TUR,Deniz Paykoc,F,R,-1,1998
3193,213651,LTU,Agne Cepelyte,F,R,-1,1995
3194,220309,TUR,Zeynep Sonmez,F,U,-1,2001
3195,220514,SUI,Tamara Racine Beauchamp,F,U,-1,1999
3196,213924,SRB,Tamara Tomic,F,L,-1,1996
3197,219605,TUR,Ece Tan,F,U,-1,1999
3198,214050,BUL,Elizabeth Danailova,F,U,-1,1997
3199,220583,RUS,Mariya Ponomareva,F,U,-1,2000
3200,220584,RUS,Sofya Treshcheva,F,U,-1,2000
3201,219720,SRB,Jovana Kenic,F,R,-1,1995
3202,220585,RUS,Anastasia Kuprina,F,U,-1,1995
3203,213649,RUS,Viktoriya Klimushkina,F,U,-1,1995
3204,220588,TUR,Beyda Baykal,F,R,-1,2002
3205,211422,TUR,Esen Kokce,F,U,-1,1996
3206,214953,MDA,Vlada Medvedcova,F,R,-1,1998
3207,220664,NED,Mariame Toure,F,R,-1,1994
3208,220665,USA,Brittany Collens,F,R,-1,1994
3209,220666,RUS,Ksenia Domnina,F,R,-1,2000
3210,215022,GBR,Amelia Stuart,F,U,-1,1994
3211,217941,BLR,Natallia Vavulina,F,U,-1,1993
3212,220705,GER,Paula Prehn,F,U,-1,2000
3213,220706,RUS,Viktoriya Lavrentyeva,F,R,-1,1994
3214,219932,RUS,Polina Avdzhiyan,F,U,-1,1999
3215,220363,RUS,Vlada Svarkovskaya,F,U,-1,1993
3216,220751,TUR,Melis Ayda Uyar,F,U,-1,2002
3217,220752,ITA,Aurora Allasia,F,U,-1,2000
3218,211773,SVK,Silvia Tumova,F,U,-1,1992
3219,220756,TUR,Neslihan Demirci,F,U,-1,2001
3220,220175,RUS,Maria Manilova,F,R,-1,1999
3221,220713,SLO,Nika Radisic,F,R,-1,1999
3222,220773,RUS,Polina Khartsii,F,U,-1,2001
3223,216340,GBR,Eliz Maloney,F,U,-1,1999
3224,216319,UKR,Anastasiya Poplavska,F,U,-1,2001
3225,215245,RUS,Svetlana Iansitova,F,U,-1,1999
3226,214645,BLR,Anastasiya Shleptsova,F,R,-1,1995
3227,220797,TUR,Miray Konar,F,U,-1,2002
3228,220798,TUR,Semra Aksu,F,U,-1,2002
3229,216174,BEL,Laure Line Glaude,F,U,-1,2000
3230,220799,TUR,Dooa Akyurek,F,U,-1,2002
3231,215768,TUR,Zeynep Naz Ozturk,F,R,-1,2000
3232,216035,BEL,Sophie Gerits,F,U,-1,1998
3233,220801,AUS,Noelleda Ah San,F,U,-1,1997
3234,216102,RUS,Elizaveta Zaritscaya,F,U,-1,1999
3235,220472,CHN,Xinyu Cai,F,R,-1,2000
3236,215998,SVK,Veronika Koberlingova,F,R,-1,1998
3237,215634,UKR,Margaryta Demchenko,F,U,-1,1997
3238,220586,UKR,Anna Novikova,F,U,-1,2000
3239,212038,UKR,Veronika Stotyka,F,U,-1,1995
3240,216207,UKR,Diana Khodan,F,R,-1,2001
3241,215727,UKR,Daria Orichkevitch,F,U,-1,1999
3242,220486,SVK,Petra Maria Kerdikova,F,U,-1,1999
3243,215710,CZE,Tereza Koplova,F,L,-1,1997
3244,220069,UKR,Mariia Skuba,F,U,-1,1999
3245,220587,UKR,Valeriya Rozenkova,F,U,-1,2001
3246,215553,UKR,Viktoriia Dema,F,U,-1,2000
3247,219995,BLR,Katsiaryna Skachkova,F,R,-1,1997
3248,220696,UKR,Iryna Rusyn,F,R,-1,1998
3249,220746,UKR,Anna Martemyanova,F,R,-1,2000
3250,220748,UKR,Alina Tsyurpalevych,F,U,-1,2001
3251,220747,UKR,Vera Tagasheva,F,U,-1,2000
3252,220750,UKR,Daria Snigur,F,U,-1,2001
3253,220749,UKR,Mariya Poduraeva,F,R,-1,2000
3254,213673,USA,Ellie Halbauer,F,U,-1,1997
3255,203541,UKR,Elizaveta Ianchuk,F,U,-1,1993
3256,214080,USA,Nicole Coopersmith,F,R,-1,1999
3257,203550,USA,Brianna Morgan,F,U,-1,1994
3258,213537,UKR,Olga Fridman,F,L,-1,1998
3259,215790,USA,Alexandra Sanford,F,U,-1,1999
3260,214019,USA,Raveena Kingsley,F,U,-1,1998
3261,202496,USA,Samantha Crawford,F,R,-1,1995
3262,210386,UKR,Mishel Okhremchuk,F,R,-1,1993
3263,216065,USA,Elysia Bolton,F,R,-1,2000
3264,220329,USA,Nicole Conard,F,U,-1,2000
3265,211538,FRA,Carla Touly,F,U,-1,1996
3266,214909,USA,Jada Robinson,F,U,-1,1998
3267,219917,USA,Alycia Parks,F,U,-1,2000
3268,214043,USA,Daniella Moreno Kaste,F,R,-1,1997
3269,205917,USA,Kyle Mcphillips,F,R,-1,1994
3270,202832,CZE,Katerina Kramperova,F,R,-1,1988
3271,214873,USA,Victoria Flores,F,U,-1,1999
3272,220337,USA,Chelsea Kung,F,U,-1,2000
3273,200729,USA,Lindsay Lee Waters,F,R,-1,1977
3274,215853,USA,Meredith Roberts,F,U,-1,1998
3275,202789,GEO,Salome Devidze,F,R,-1,1985
3276,220379,USA,Anna Baranovski,F,U,-1,2001
3277,219471,USA,Alexandra Belaya,F,U,-1,1999
3278,211708,COL,Lizeth Ramirez,F,R,-1,1991
3279,211990,RUS,Anastasiya Zubkova,F,U,-1,1994
3280,220380,USA,Rosalyn Small,F,U,-1,1993
3281,220381,USA,Madison Gallegos,F,U,-1,1999
3282,220382,USA,Sophia Kermet,F,U,-1,2001
3283,215973,POL,Katarzyna Kubicz,F,R,-1,1998
3284,220383,USA,Jasmine Boyd,F,L,-1,1999
3285,213996,UKR,Anabel Ossombi,F,R,-1,1995
3286,220384,USA,Theresa Anderson,F,R,-1,1970
3287,203492,UKR,Alyona Sotnikova,F,R,-1,1992
3288,220385,FRA,Ysabel Gonzalez Rico,F,L,-1,1999
3289,215847,USA,Nikita Uberoi,F,R,-1,1993
3290,220386,USA,Spirit Edley,F,R,-1,1994
3291,220388,USA,Sharmada Iyer,F,R,-1,1999
3292,220387,USA,Najah Dawson,F,L,-1,2001
3293,220389,USA,Nicole Knickerbocker,F,R,-1,2000
3294,205686,USA,Keri Wong,F,U,-1,1989
3295,206081,USA,Caitlin Whoriskey,F,R,-1,1987
3296,220408,CAN,River Hart,F,R,-1,1999
3297,214298,USA,Andie K Daniell,F,U,-1,1996
3298,214297,USA,Jessie Aney,F,U,-1,1997
3299,220440,USA,Alexa Noel,F,U,-1,2002
3300,216264,USA,Abigail Forbes,F,U,-1,2000
3301,220441,UKR,Margaryta Bilokin,F,U,-1,2000
3302,204424,USA,Hayley Carter,F,U,-1,1994
3303,215352,USA,Victoria Emma,F,R,-1,1999
3304,216076,USA,Ashley Lahey,F,U,-1,1999
3305,215377,USA,Morgan Coppoc,F,U,-1,1998
3306,214262,USA,Ena Shibahara,F,U,-1,1997
3307,202699,USA,Ryann Foster,F,U,-1,1996
3308,219663,USA,Lauren Proctor,F,U,-1,1996
3309,212805,NZL,Paige Mary Hourigan,F,R,-1,1996
3310,220519,FRA,Alizee Michaud,F,R,-1,1995
3311,220520,USA,Mccartney Kessler,F,U,-1,1999
